OBJECTID,SHAPE_Leng,SHAPE_Area,Notes,CLASSIFICA,survey_id,id,slope_mean,diff_min,diff_max,diff_mea_1,vol_diff
"11",16.02019841560,15.68353536450,,2b,,,24.579344969529373,-0.346214324235916,0.077350601553917,-0.170146521467429,-2.6600
"12",18.20162666100,22.54187303420,,2b,,,23.291200002034504,-0.381263762712479,0.242349609732628,-0.099967180440823,-2.2500
"13",13.57009035120,7.77717032844,,2b,,,23.420166969299316,-0.385602980852127,0.062156662344933,-0.166731139644980,-1.2900
"14",24.78320431800,26.11569287420,,2b,,,23.114126134801793,-0.648674011230469,0.001613601692952,-0.344711744687865,-9.0000
"15",7.23454892887,3.24430525830,,2b,,,32.591429710388184,-0.179552093148232,-0.115278258919716,-0.147415176033974,-0.4700
"16",4.45743393202,1.21039822960,,2b,,,28.251287542826450,-0.024684920907021,0.150056824088097,0.038792948164095,0.0470
"17",17.20240655570,17.01998161780,,2b,,,25.264838006761337,-0.405700713396072,0.173633560538292,-0.148312482568953,-2.5200
"18",20.21576079910,27.56002829180,,2b,,,25.862590332031250,-0.508489608764648,0.461452454328537,-0.205203878297470,-5.6500
"19",9.39573712480,5.49503213731,,2b,,,27.598350906372069,-0.309680968523026,-0.007198349107057,-0.194398519489914,-1.0600
"20",13.98798352910,10.17053276080,,2b,,,22.737735960218643,-0.411060363054276,0.048971161246300,-0.177161342567868,-1.8000
"21",12.81707907950,5.13524753306,,2b,,,23.674186388651531,-0.362981826066971,0.061183914542198,-0.187398294607798,-0.9600
"22",18.16829531910,18.03099003780,,2b,,,26.601301754222195,-0.544744491577148,0.177381500601768,-0.238672167939298,-4.3000
"25",11.29482443170,8.48552626359,,2b,,,24.164137946234810,-0.431343108415604,0.183757767081261,-0.154278667436706,-1.3000
"23",11.23595159640,7.04591889690,,2a,,,30.181413105555944,-0.349723845720291,0.151828750967979,-0.093353018164635,-0.6500
"24",6.49981902276,2.49548850467,,2a,,,34.500088691711426,-0.217542663216591,0.172138199210167,0.070605263113976,0.1760
"7",25.97647703660,24.12687970870,,2a,,,28.367424240112303,-0.421892195940018,0.179199203848839,-0.087787952423096,-2.1100
