PRISM Time Series Data
Location:  Lat: 39.1551   Lon: -122.3394   Elev: 285m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2018-07-01 - 2019-06-15
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2019-Jul-16
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
2018-09-10,0.00,14.4,24.4,34.4,7.5,2.86,29.83
2018-09-11,0.00,14.0,24.0,33.9,7.1,2.98,28.55
2018-09-12,0.00,11.2,21.2,31.2,5.1,1.81,24.31
2018-09-13,0.00,10.0,17.8,25.6,6.7,1.43,15.25
2018-09-14,0.00,9.9,17.7,25.5,8.0,1.06,14.25
2018-09-15,0.00,9.5,18.2,26.8,6.1,1.13,17.67
2018-09-16,0.00,8.9,17.5,26.1,6.2,1.02,16.39
2018-09-17,0.00,7.9,17.4,26.8,6.7,0.67,16.70
2018-09-18,0.00,9.3,18.3,27.4,6.9,1.20,17.50
2018-09-19,0.00,9.2,18.7,28.2,6.9,1.15,18.88
2018-09-20,0.00,11.2,21.0,30.8,4.8,1.91,23.45
2018-09-21,0.00,12.7,22.8,33.0,2.0,3.33,28.57
2018-09-22,0.00,12.5,22.8,33.1,4.4,3.11,27.53
2018-09-23,0.00,11.6,21.7,31.8,5.5,2.59,24.79
2018-09-24,0.00,11.7,21.1,30.5,6.2,2.32,22.35
2018-09-25,0.00,12.6,22.8,33.1,1.7,3.00,28.77
2018-09-26,0.00,13.4,24.2,34.9,0.8,4.15,32.78
2018-09-27,0.00,14.2,24.8,35.5,1.9,4.81,33.84
2018-09-28,0.00,14.0,24.6,35.3,4.7,3.75,31.86
2018-09-29,0.00,10.2,20.4,30.6,8.1,0.70,21.73
2018-09-30,0.00,10.1,16.5,22.9,10.3,0.53,9.87
2018-10-01,0.00,13.2,19.4,25.6,10.5,0.46,13.99
2018-10-02,0.00,13.6,18.9,24.1,11.6,0.35,11.61
2018-10-03,3.05,14.8,20.3,25.8,15.7,0.25,10.01
2018-10-04,2.94,14.4,19.9,25.4,15.1,0.27,10.31
2018-10-05,3.22,11.7,16.5,21.3,13.1,0.22,6.38
2018-10-06,0.00,11.3,18.1,24.9,11.3,0.34,12.39
2018-10-07,0.00,10.5,17.9,25.4,6.9,0.32,15.56
2018-10-08,0.00,13.4,19.8,26.2,0.9,3.84,19.44
2018-10-09,0.00,13.8,21.2,28.7,7.8,2.79,19.18
2018-10-10,0.00,11.8,20.1,28.3,8.1,1.94,18.05
2018-10-11,0.00,9.5,17.7,25.9,5.3,1.55,16.90
2018-10-12,0.00,9.5,17.4,25.3,3.3,2.00,16.41
2018-10-13,0.00,10.0,19.4,28.7,-0.0,1.69,22.71
2018-10-14,0.00,10.1,20.4,30.7,-0.7,3.68,25.67
2018-10-15,0.00,11.1,18.2,25.4,-8.9,5.27,19.80
2018-10-16,0.00,9.0,18.2,27.5,-9.2,4.41,23.02
2018-10-17,0.00,9.9,19.8,29.7,-4.8,4.22,25.71
2018-10-18,0.00,8.7,18.5,28.3,0.3,2.96,22.31
2018-10-19,0.00,8.4,18.2,28.0,1.7,2.80,21.03
2018-10-20,0.00,9.4,19.7,29.9,1.4,3.40,24.00
2018-10-21,0.00,8.9,18.8,28.7,2.0,2.86,21.66
2018-10-22,0.00,8.6,18.6,28.5,2.1,1.31,21.14
2018-10-23,0.00,7.5,17.3,27.0,2.0,2.34,19.14
2018-10-24,0.00,6.9,15.0,23.2,4.4,0.76,13.23
2018-10-25,0.00,8.7,16.8,24.9,6.1,1.34,14.33
2018-10-26,0.00,9.1,19.0,29.0,5.0,1.06,21.07
2018-10-27,0.00,10.3,18.9,27.6,7.2,2.17,17.68
2018-10-28,0.00,9.5,18.1,26.7,9.4,0.80,15.08
2018-10-29,0.00,8.8,15.9,23.1,8.1,0.34,10.86
2018-10-30,0.00,7.9,14.8,21.8,2.2,0.91,13.13
2018-10-31,0.00,9.3,16.3,23.4,-3.1,3.45,16.29
2018-11-01,0.00,11.1,18.4,25.7,2.5,4.71,15.22
2018-11-02,0.00,11.7,20.2,28.7,6.8,3.97,17.96
2018-11-03,0.00,9.9,18.4,26.8,5.9,3.37,15.62
2018-11-04,0.00,12.0,20.2,28.4,-2.4,6.01,21.02
2018-11-05,0.00,9.4,18.0,26.7,0.8,4.55,18.32
2018-11-06,0.00,8.7,16.7,24.7,-3.8,4.22,16.74
2018-11-07,0.00,6.6,16.0,25.3,-7.3,4.30,18.18
2018-11-08,0.00,5.9,14.4,22.8,-7.4,3.83,14.99
2018-11-09,0.00,6.6,12.7,18.7,-12.1,4.69,11.51
2018-11-10,0.00,3.1,10.6,18.0,-9.1,2.47,10.99
2018-11-11,0.00,2.8,11.2,19.7,-7.4,3.06,11.92
2018-11-12,0.00,4.6,12.5,20.3,-10.5,3.83,13.14
2018-11-13,0.00,3.5,12.2,21.0,-8.6,3.36,13.69
2018-11-14,0.00,3.7,10.7,17.7,-5.8,3.15,10.23
2018-11-15,0.00,2.8,11.1,19.3,-5.9,3.05,11.50
2018-11-16,0.00,2.6,10.8,19.0,-4.8,2.82,10.84
2018-11-17,0.00,3.1,11.4,19.8,-4.1,2.91,11.43
2018-11-18,0.00,2.3,10.9,19.5,-3.8,2.57,11.17
2018-11-19,0.00,3.1,11.3,19.5,-2.7,2.71,10.59
2018-11-20,0.00,3.1,11.7,20.2,-2.8,2.64,11.51
2018-11-21,2.04,3.0,10.8,18.6,-0.7,1.65,9.69
2018-11-22,14.23,7.6,10.0,12.4,8.6,0.14,2.33
2018-11-23,7.08,8.1,11.0,14.0,8.4,0.08,3.42
2018-11-24,5.93,9.2,12.2,15.1,11.3,0.09,1.50
2018-11-25,0.00,7.0,11.9,16.8,8.5,0.11,5.20
2018-11-26,0.00,6.0,12.3,18.7,5.2,1.17,8.05
2018-11-27,0.00,6.1,11.3,16.4,6.4,0.46,5.45
2018-11-28,4.35,7.5,9.9,12.3,9.8,0.08,0.97
2018-11-29,24.09,9.2,12.4,15.5,10.3,0.06,3.25
2018-11-30,19.76,4.4,8.3,12.2,7.6,0.06,1.82
2018-12-01,0.95,3.6,8.8,13.9,4.4,0.02,8.14
2018-12-02,0.81,1.4,7.4,13.5,3.1,0.03,8.36
2018-12-03,0.00,0.2,6.1,11.9,0.9,0.23,7.42
2018-12-04,0.00,0.7,5.4,10.2,-0.1,0.49,6.75
2018-12-05,0.87,5.6,8.5,11.3,1.4,0.51,6.96
2018-12-06,2.87,3.9,6.9,9.9,5.1,0.03,3.31
2018-12-07,0.00,2.5,8.9,15.3,2.6,0.31,9.78
2018-12-08,0.00,2.2,8.5,14.8,3.1,0.29,9.24
2018-12-09,0.00,2.3,9.1,16.0,3.9,0.33,9.84
2018-12-10,0.00,2.5,6.7,10.9,5.8,0.03,3.06
2018-12-11,0.00,4.5,10.0,15.5,4.5,0.03,9.03
2018-12-12,0.00,3.1,9.4,15.6,2.7,0.12,11.95
2018-12-13,0.00,3.0,9.7,16.3,0.1,0.12,14.07
2018-12-14,0.00,2.6,8.8,15.1,0.2,0.67,11.16
2018-12-15,2.45,3.8,8.3,12.7,6.4,0.03,5.21
2018-12-16,2.32,6.5,8.8,11.1,8.4,0.01,1.69
2018-12-17,22.50,6.2,9.1,12.1,9.0,0.00,2.18
2018-12-18,0.00,5.2,9.2,13.2,6.9,0.04,5.13
2018-12-19,0.56,4.8,9.3,13.8,8.8,0.01,3.51
2018-12-20,0.00,5.2,10.7,16.2,8.4,0.01,6.60
2018-12-21,5.68,6.2,8.6,11.0,8.4,0.00,1.63
2018-12-22,0.68,3.9,8.9,13.9,6.2,0.01,5.68
2018-12-23,0.00,2.6,7.1,11.6,2.2,0.69,7.17
2018-12-24,4.99,4.5,7.8,11.1,5.7,0.02,4.80
2018-12-25,7.54,4.1,7.9,11.7,6.8,0.00,2.24
2018-12-26,0.00,3.1,8.8,14.5,1.5,0.29,10.17
2018-12-27,0.00,2.1,8.5,14.9,0.9,0.32,11.23
2018-12-28,0.00,1.5,7.0,12.5,-3.0,0.81,10.41
2018-12-29,0.00,2.7,7.8,12.9,-4.9,1.24,11.20
2018-12-30,0.00,1.5,8.5,15.4,0.2,0.60,11.67
2018-12-31,0.00,1.6,8.0,14.5,1.9,0.33,8.54
2019-01-01,0.00,2.5,6.6,10.6,-7.5,1.38,12.66
2019-01-02,0.00,-0.1,6.2,12.5,-8.8,1.13,14.30
2019-01-03,0.00,-0.7,6.3,13.2,-3.0,0.57,14.79
2019-01-04,0.00,-0.8,5.4,11.6,-0.8,0.50,11.42
2019-01-05,0.64,0.5,6.3,12.2,-0.7,0.35,12.45
2019-01-06,14.03,2.5,5.9,9.2,4.2,0.08,4.54
2019-01-07,28.93,2.8,5.4,8.1,5.1,0.02,1.92
2019-01-08,0.70,3.7,6.7,9.6,6.2,0.02,2.79
2019-01-09,15.51,7.1,9.4,11.6,8.6,0.03,3.30
2019-01-10,4.00,5.5,9.3,13.1,8.9,0.02,3.81
2019-01-11,0.31,4.3,9.2,14.1,6.9,0.01,7.09
2019-01-12,1.13,5.8,8.2,10.6,7.4,0.02,2.56
2019-01-13,0.00,4.5,10.1,15.6,6.2,0.04,11.68
2019-01-14,0.00,4.0,9.4,14.8,5.2,0.08,10.20
2019-01-15,5.12,3.5,7.5,11.5,4.0,0.06,9.55
2019-01-16,24.52,6.6,8.3,10.0,7.2,0.03,2.20
2019-01-17,44.68,8.1,10.4,12.8,9.2,0.02,4.87
2019-01-18,5.21,6.5,9.3,12.0,6.1,0.12,6.98
2019-01-19,2.34,6.5,9.1,11.6,7.9,0.03,4.73
2019-01-20,1.72,8.7,11.6,14.4,10.6,0.01,3.65
2019-01-21,3.61,5.1,10.0,14.8,6.7,0.07,7.99
2019-01-22,0.00,2.5,8.0,13.5,2.1,0.23,11.48
2019-01-23,0.00,2.3,8.9,15.6,-1.4,0.80,17.45
2019-01-24,0.00,2.3,9.0,15.8,2.4,0.69,15.47
2019-01-25,0.00,4.9,11.8,18.8,2.6,0.69,20.63
2019-01-26,0.00,4.6,12.2,19.8,0.0,1.68,22.83
2019-01-27,0.00,6.9,12.4,18.0,2.1,1.59,19.50
2019-01-28,0.00,6.0,13.5,21.1,4.5,1.24,24.07
2019-01-29,0.00,8.2,13.8,19.4,5.6,0.99,20.12
2019-01-30,0.00,7.9,13.9,19.9,7.0,0.82,19.00
2019-01-31,0.00,6.9,12.1,17.3,8.4,0.16,11.22
2019-02-01,0.00,6.6,12.7,18.8,7.9,0.29,5.96
2019-02-02,25.22,8.1,10.5,12.8,8.7,0.10,2.03
2019-02-03,20.36,7.2,9.7,12.2,7.8,0.15,1.73
2019-02-04,14.34,4.1,8.1,12.1,6.4,0.08,1.89
2019-02-05,2.64,-0.4,3.8,8.0,0.4,0.22,2.55
2019-02-06,0.00,-1.6,3.8,9.2,-2.1,0.26,3.73
2019-02-07,0.00,-1.4,4.4,10.2,-0.4,0.30,3.57
2019-02-08,0.00,-0.3,4.2,8.6,0.5,0.31,2.57
2019-02-09,3.25,1.9,4.9,7.8,2.2,0.14,2.06
2019-02-10,2.63,0.2,4.6,9.0,1.8,0.08,1.89
2019-02-11,0.02,-1.7,3.9,9.6,-2.0,0.32,3.76
2019-02-12,0.01,-1.0,4.1,9.2,1.1,0.26,2.42
2019-02-13,36.82,1.4,4.1,6.8,1.8,0.11,1.80
2019-02-14,64.12,2.5,6.3,10.2,5.2,0.00,0.45
2019-02-15,9.08,3.5,8.6,13.7,4.7,0.11,3.29
2019-02-16,2.55,2.1,5.8,9.5,1.9,0.24,2.78
2019-02-17,2.01,1.8,6.4,11.0,0.9,0.45,3.78
2019-02-18,0.64,-0.0,5.1,10.3,-1.5,0.21,3.76
2019-02-19,0.00,-0.1,5.6,11.2,-4.8,1.57,5.03
2019-02-20,0.00,-0.0,6.7,13.4,-2.2,0.90,5.71
2019-02-21,0.00,0.4,6.4,12.4,-0.1,0.49,4.55
2019-02-22,0.00,-0.3,5.4,11.2,-6.2,0.83,5.17
2019-02-23,0.00,-1.1,5.9,13.0,-6.0,1.09,6.36
2019-02-24,0.00,0.4,6.0,11.6,0.5,0.86,4.19
2019-02-25,0.92,4.4,7.9,11.3,4.7,0.37,2.57
2019-02-26,33.05,7.0,8.6,10.2,7.4,0.27,1.34
2019-02-27,49.83,8.5,9.8,11.1,8.0,0.37,1.34
2019-02-28,6.30,4.0,9.1,14.2,6.1,0.19,3.28
2019-03-01,0.00,2.4,7.8,13.1,1.8,0.23,6.86
2019-03-02,6.28,4.5,8.4,12.2,4.9,0.18,4.82
2019-03-03,7.52,6.4,9.3,12.2,8.3,0.04,2.12
2019-03-04,3.42,7.1,10.2,13.4,9.0,0.04,2.23
2019-03-05,0.00,7.1,10.4,13.6,7.2,0.15,4.55
2019-03-06,18.91,7.4,9.2,11.0,8.4,0.13,1.70
2019-03-07,5.09,6.1,10.4,14.7,8.4,0.02,4.53
2019-03-08,0.00,2.7,7.7,12.7,4.0,0.13,5.29
2019-03-09,0.96,2.5,7.2,11.9,1.5,0.25,5.93
2019-03-10,7.54,3.4,5.9,8.5,4.0,0.11,1.85
2019-03-11,1.14,3.6,8.0,12.4,3.8,0.19,4.86
2019-03-12,0.00,3.6,10.7,17.8,0.9,1.07,11.15
2019-03-13,0.00,2.5,9.3,16.1,-1.0,1.05,10.32
2019-03-14,0.00,1.7,8.4,15.1,-3.0,1.59,9.67
2019-03-15,0.00,2.9,10.5,18.2,-1.4,1.36,12.32
2019-03-16,0.00,4.3,12.1,19.9,0.4,1.61,13.49
2019-03-17,0.00,5.4,13.7,22.1,2.8,1.64,15.58
2019-03-18,0.00,6.1,14.1,22.1,4.9,1.41,14.05
2019-03-19,0.00,6.9,15.0,23.1,5.8,1.17,14.92
2019-03-20,4.44,7.6,14.3,21.1,6.4,0.37,12.22
2019-03-21,4.05,4.3,9.7,15.1,6.9,0.16,5.49
2019-03-22,0.00,4.0,10.5,17.0,4.8,0.21,9.00
2019-03-23,11.82,5.7,8.2,10.8,7.7,0.09,1.87
2019-03-24,3.10,4.1,9.8,15.5,6.2,0.12,6.38
2019-03-25,0.57,4.1,9.9,15.8,5.9,0.21,6.78
2019-03-26,8.02,6.6,9.8,13.1,8.1,0.10,3.52
2019-03-27,12.15,6.1,10.9,15.7,7.2,0.04,7.01
2019-03-28,3.49,6.5,11.5,16.5,6.4,0.23,7.25
2019-03-29,3.11,4.1,8.5,12.9,6.2,0.10,3.96
2019-03-30,0.00,3.8,10.2,16.5,5.0,0.19,8.08
2019-03-31,0.00,2.9,11.7,20.5,3.9,0.23,13.00
2019-04-01,0.00,9.7,16.4,23.2,4.6,2.00,20.14
2019-04-02,4.38,10.0,14.8,19.6,9.1,0.23,11.88
2019-04-03,2.25,8.1,12.5,16.9,9.4,0.07,6.99
2019-04-04,0.00,8.4,12.0,15.5,9.3,0.19,6.00
2019-04-05,0.14,9.4,13.0,16.5,8.6,0.21,8.12
2019-04-06,1.74,9.4,12.6,15.7,9.1,0.24,6.25
2019-04-07,0.00,10.4,13.6,16.7,10.3,0.42,6.51
2019-04-08,0.00,12.3,17.2,22.1,12.1,0.48,11.89
2019-04-09,0.36,8.4,14.5,20.6,10.9,0.54,8.85
2019-04-10,0.00,6.0,12.4,18.7,1.7,1.26,14.97
2019-04-11,0.00,5.6,13.4,21.3,2.7,1.78,17.45
2019-04-12,0.00,6.3,12.3,18.3,4.2,0.95,12.57
2019-04-13,0.00,6.8,14.4,22.0,4.5,1.32,18.07
2019-04-14,0.00,8.7,16.3,23.9,7.3,1.37,18.17
2019-04-15,0.00,7.2,14.3,21.3,5.0,1.06,15.67
2019-04-16,1.24,7.1,11.1,15.1,5.4,0.17,9.33
2019-04-17,0.00,6.4,12.9,19.4,6.9,0.16,12.70
2019-04-18,0.00,7.2,16.2,25.2,7.5,0.92,21.61
2019-04-19,0.00,10.6,19.3,28.0,10.5,1.75,24.14
2019-04-20,0.00,11.7,19.8,27.8,11.1,1.12,22.94
2019-04-21,0.09,7.9,14.5,21.0,8.8,0.50,12.92
2019-04-22,0.00,7.4,15.9,24.3,5.2,0.87,21.69
2019-04-23,0.00,10.5,19.6,28.8,4.8,3.48,31.50
2019-04-24,0.00,15.1,23.3,31.5,10.3,2.92,32.84
2019-04-25,0.00,15.0,23.4,31.8,11.9,2.79,32.00
2019-04-26,0.00,13.6,22.7,31.9,10.3,2.86,33.18
2019-04-27,0.00,12.7,21.6,30.6,8.1,2.88,32.49
2019-04-28,0.00,11.6,20.1,28.7,9.4,1.16,26.70
2019-04-29,0.00,10.6,18.7,26.9,10.1,0.55,23.11
2019-04-30,0.00,8.1,17.1,26.0,7.5,0.79,22.38
2019-05-01,0.00,6.9,13.8,20.6,4.8,0.96,14.74
2019-05-02,0.00,7.3,16.2,25.1,0.5,2.41,24.36
2019-05-03,0.00,8.2,17.3,26.5,3.2,2.64,25.38
2019-05-04,0.00,9.9,18.8,27.8,4.5,2.99,26.80
2019-05-05,0.00,9.1,18.4,27.7,4.6,2.34,27.73
2019-05-06,0.00,8.5,17.4,26.3,7.2,1.19,22.59
2019-05-07,0.00,9.2,16.6,24.1,9.4,0.60,15.94
2019-05-08,0.00,9.7,18.1,26.5,10.9,0.57,18.99
2019-05-09,0.00,12.0,20.5,29.0,10.6,0.99,26.00
2019-05-10,0.00,12.2,20.4,28.7,9.7,1.65,25.04
2019-05-11,0.00,11.4,20.7,29.9,4.2,1.57,33.18
2019-05-12,0.00,10.5,20.0,29.4,9.2,1.69,26.79
2019-05-13,0.00,11.0,20.0,29.0,8.9,1.65,25.89
2019-05-14,0.00,10.6,18.9,27.1,7.2,1.99,23.54
2019-05-15,0.00,11.5,16.3,21.0,9.6,1.67,11.58
2019-05-16,23.03,8.8,12.0,15.2,10.8,0.30,3.53
2019-05-17,0.05,8.1,11.2,14.4,7.3,0.55,5.51
2019-05-18,0.00,7.8,13.2,18.6,7.8,0.46,10.16
2019-05-19,14.94,7.1,9.6,12.0,8.0,0.14,3.26
2019-05-20,5.30,5.2,9.6,14.0,7.1,0.11,5.29
2019-05-21,2.18,5.2,12.3,19.5,7.2,0.13,11.64
2019-05-22,0.46,7.4,12.3,17.3,7.0,0.35,9.15
2019-05-23,0.00,7.2,15.3,23.5,7.8,0.51,16.91
2019-05-24,0.00,11.7,18.6,25.5,8.8,1.23,20.31
2019-05-25,0.00,10.4,17.6,24.8,11.7,0.69,14.73
2019-05-26,1.71,9.1,16.2,23.3,8.7,0.66,15.27
2019-05-27,3.34,8.2,12.0,15.9,7.3,0.46,7.43
2019-05-28,0.02,8.7,14.7,20.7,10.3,0.41,10.83
2019-05-29,0.00,11.4,19.7,27.9,11.2,0.79,23.04
2019-05-30,0.00,14.0,21.5,28.9,11.9,1.76,23.57
2019-05-31,8.01,13.2,20.2,27.3,12.4,1.48,19.18
2019-06-01,0.00,14.2,22.2,30.2,11.7,3.25,31.33
2019-06-02,0.00,16.3,24.2,32.1,12.4,3.73,35.56
2019-06-03,0.00,15.7,23.1,30.5,14.7,2.36,26.59
2019-06-04,0.00,16.4,24.5,32.6,14.9,2.45,31.22
2019-06-05,0.00,18.2,26.7,35.1,14.8,4.81,41.26
2019-06-06,0.00,16.1,25.2,34.2,11.9,5.45,39.71
2019-06-07,0.00,10.1,18.7,27.3,6.1,3.57,27.77
2019-06-08,0.00,10.1,17.3,24.4,-0.6,4.63,25.54
2019-06-09,0.00,14.1,21.0,28.0,-0.7,10.04,31.77
2019-06-10,0.00,15.3,24.0,32.6,4.7,7.11,41.39
2019-06-11,0.00,17.9,27.4,36.9,10.3,9.49,51.19
2019-06-12,0.00,19.8,28.6,37.4,11.6,10.29,51.83
2019-06-13,0.00,19.4,27.8,36.2,12.5,8.04,46.10
2019-06-14,0.00,17.2,25.4,33.6,12.3,5.54,37.92
2019-06-15,0.00,15.7,24.1,32.5,13.6,3.98,31.52
